LEA_NAME,STATE,ZIP,OP
Deer Lakes SD,PENNSYLVANIA,15024,4
Derry Area SD,PENNSYLVANIA,15627,3
Derry Township SD,PENNSYLVANIA,17033,5
Donegal SD,PENNSYLVANIA,17552,4
Dover Area SD,PENNSYLVANIA,17315,6
Downingtown Area SD,PENNSYLVANIA,19335,16
Dubois Area SD,PENNSYLVANIA,15801,6
Dunmore SD,PENNSYLVANIA,18512,2
Duquesne City SD,PENNSYLVANIA,15110,1
East Allegheny SD,PENNSYLVANIA,15137,2
Forest Area SD,PENNSYLVANIA,16353,4
Eastern Lebanon County SD,PENNSYLVANIA,17067,5
East Lycoming SD,PENNSYLVANIA,17737,4
East Penn SD,PENNSYLVANIA,18049,10
East Pennsboro Area SD,PENNSYLVANIA,17025,4
East Stroudsburg Area SD,PENNSYLVANIA,18301,10
Eastern York SD,PENNSYLVANIA,17368,5
Eastern Lancaster County SD,PENNSYLVANIA,17557,5
Easton Area SD,PENNSYLVANIA,18040,9
Elizabeth Forward SD,PENNSYLVANIA,15037,6
Elizabethtown Area SD,PENNSYLVANIA,17022,7
Elk Lake SD,PENNSYLVANIA,18844,2
Ellwood City Area SD,PENNSYLVANIA,16117,4
Ephrata Area SD,PENNSYLVANIA,17522,7
Erie City SD,PENNSYLVANIA,16502,15
Everett Area SD,PENNSYLVANIA,15537,4
Exeter Township SD,PENNSYLVANIA,19606,6
Fairfield Area SD,PENNSYLVANIA,17320,3
Fairview SD,PENNSYLVANIA,16415,3
Karns City Area SD,PENNSYLVANIA,16041,3
Fannett-Metal SD,PENNSYLVANIA,17271,3
Farrell Area SD,PENNSYLVANIA,16121,2
Ferndale Area SD,PENNSYLVANIA,15905,2
Fleetwood Area SD,PENNSYLVANIA,19522,4
Forbes Road SD,PENNSYLVANIA,16689,2
Forest City Regional SD,PENNSYLVANIA,18421,2
Youth Forestry Camp #3,PENNSYLVANIA,16657,1
Loysville Youth Dev Ctr,PENNSYLVANIA,17047,1
North Central Secure Trmnt Unt,PENNSYLVANIA,17821,1
Youth Forestry Camp #2,PENNSYLVANIA,18661,1
Forest Hills SD,PENNSYLVANIA,15955,2
Fort Cherry SD,PENNSYLVANIA,15057,2
Fort LeBoeuf SD,PENNSYLVANIA,16441,5
Fox Chapel Area SD,PENNSYLVANIA,15238,6
North Schuylkill SD,PENNSYLVANIA,17921,2
North Star SD,PENNSYLVANIA,15531,3
Franklin Area SD,PENNSYLVANIA,16323,4
Franklin Regional SD,PENNSYLVANIA,15668,5
Frazier SD,PENNSYLVANIA,15473,3
Freedom Area SD,PENNSYLVANIA,15042,3
Freeport Area SD,PENNSYLVANIA,16229,4
Galeton Area SD,PENNSYLVANIA,16922,1
Garnet Valley SD,PENNSYLVANIA,19342,5
Gateway SD,PENNSYLVANIA,15146,7
General McLane SD,PENNSYLVANIA,16412,4
Gettysburg Area SD,PENNSYLVANIA,17325,5
Girard SD,PENNSYLVANIA,16417,3
Glendale SD,PENNSYLVANIA,16640,2
Governor Mifflin SD,PENNSYLVANIA,19607,6
Great Valley SD,PENNSYLVANIA,19355,6
Greensburg Salem SD,PENNSYLVANIA,15601,5
Greater Johnstown SD,PENNSYLVANIA,15906,4
Greater Johnstown CTC,PENNSYLVANIA,15904,1
Greater Latrobe SD,PENNSYLVANIA,15650,5
Greencastle-Antrim SD,PENNSYLVANIA,17225,4
Greenville Area SD,PENNSYLVANIA,16125,2
Greenwood SD,PENNSYLVANIA,17062,3
Grove City Area SD,PENNSYLVANIA,16127,7
Halifax Area SD,PENNSYLVANIA,17032,3
Hamburg Area SD,PENNSYLVANIA,19526,4
Hampton Township SD,PENNSYLVANIA,15101,5
Hanover Area SD,PENNSYLVANIA,18706,5
Hanover Public SD,PENNSYLVANIA,17331,5
Harbor Creek SD,PENNSYLVANIA,16421,5
Harmony Area SD,PENNSYLVANIA,16692,2
Harrisburg City SD,PENNSYLVANIA,17103,12
Hatboro-Horsham SD,PENNSYLVANIA,19044,6
Haverford Township SD,PENNSYLVANIA,19083,7
Hazleton Area SD,PENNSYLVANIA,18202,11
Saucon Valley SD,PENNSYLVANIA,18055,3
Hempfield Area SD,PENNSYLVANIA,15601,9
Hempfield SD,PENNSYLVANIA,17538,10
Hermitage SD,PENNSYLVANIA,16148,4
Highlands SD,PENNSYLVANIA,15065,4
Hollidaysburg Area SD,PENNSYLVANIA,16648,5
Hopewell Area SD,PENNSYLVANIA,15001,5
Huntingdon Area SD,PENNSYLVANIA,16652,4
Indiana Area SD,PENNSYLVANIA,15701,6
Interboro SD,PENNSYLVANIA,19076,6
Iroquois SD,PENNSYLVANIA,16511,2
Jamestown Area SD,PENNSYLVANIA,16134,2
Jeannette City SD,PENNSYLVANIA,15644,2
Jefferson County-DuBois AVTS,PENNSYLVANIA,15851,1
Jefferson-Morgan SD,PENNSYLVANIA,15344,2
Jenkintown SD,PENNSYLVANIA,19046,2
Jersey Shore Area SD,PENNSYLVANIA,17740,5
Jim Thorpe Area SD,PENNSYLVANIA,18229,3
Johnsonburg Area SD,PENNSYLVANIA,15845,2
Juniata County SD,PENNSYLVANIA,17059,5
Juniata Valley SD,PENNSYLVANIA,16611,2
Kane Area SD,PENNSYLVANIA,16735,3
Kennett Consolidated SD,PENNSYLVANIA,19348,6
Keystone SD,PENNSYLVANIA,16232,2
Keystone Central SD,PENNSYLVANIA,17751,10
Keystone Oaks SD,PENNSYLVANIA,15216,5
Kiski Area SD,PENNSYLVANIA,15690,6
Kutztown Area SD,PENNSYLVANIA,19530,4
Lackawanna Trail SD,PENNSYLVANIA,18419,2
Lake-Lehman SD,PENNSYLVANIA,18627,4
Lakeland SD,PENNSYLVANIA,18433,3
Lakeview SD,PENNSYLVANIA,16153,3
Lampeter-Strasburg SD,PENNSYLVANIA,17537,4
Lancaster SD,PENNSYLVANIA,17603,19
Homer-Center SD,PENNSYLVANIA,15748,2
Laurel Highlands SD,PENNSYLVANIA,15401,6
Laurel SD,PENNSYLVANIA,16101,3
Lawrence County CTC,PENNSYLVANIA,16101,1
Lebanon SD,PENNSYLVANIA,17042,7
Leechburg Area SD,PENNSYLVANIA,15656,3
Lehighton Area SD,PENNSYLVANIA,18235,3
Lewisburg Area SD,PENNSYLVANIA,17837,4
Ligonier Valley SD,PENNSYLVANIA,15658,4
Penn Cambria SD,PENNSYLVANIA,16630,5
Littlestown Area SD,PENNSYLVANIA,17340,3
Lower Dauphin SD,PENNSYLVANIA,17036,8
Lower Merion SD,PENNSYLVANIA,19003,10
Lower Moreland Township SD,PENNSYLVANIA,19006,3
Methacton SD,PENNSYLVANIA,19403,7
Loyalsock Township SD,PENNSYLVANIA,17701,3
Mahanoy Area SD,PENNSYLVANIA,17948,2
Line Mountain SD,PENNSYLVANIA,17830,3
Manheim Central SD,PENNSYLVANIA,17545,4
Manheim Township SD,PENNSYLVANIA,17606,9
Marion Center Area SD,PENNSYLVANIA,15759,3
Marple Newtown SD,PENNSYLVANIA,19073,6
Mars Area SD,PENNSYLVANIA,16046,5
Central Fulton SD,PENNSYLVANIA,17233,3
McGuffey SD,PENNSYLVANIA,15323,4
McKeesport Area SD,PENNSYLVANIA,15132,4
Mechanicsburg Area SD,PENNSYLVANIA,17055,8
Mercer Area SD,PENNSYLVANIA,16137,3
Meyersdale Area SD,PENNSYLVANIA,15552,3
Mid Valley SD,PENNSYLVANIA,18512,2
Midd-West SD,PENNSYLVANIA,17842,4
Middletown Area SD,PENNSYLVANIA,17057,5
Midland Borough SD,PENNSYLVANIA,15059,1
Mifflin County SD,PENNSYLVANIA,17044,9
Millcreek Township SD,PENNSYLVANIA,16506,9
Millersburg Area SD,PENNSYLVANIA,17061,3
Millville Area SD,PENNSYLVANIA,17846,2
Milton Area SD,PENNSYLVANIA,17847,4
Minersville Area SD,PENNSYLVANIA,17954,3
Mohawk Area SD,PENNSYLVANIA,16112,3
Monessen City SD,PENNSYLVANIA,15062,3
Montgomery Area SD,PENNSYLVANIA,17752,2
Montour SD,PENNSYLVANIA,15136,3
Montoursville Area SD,PENNSYLVANIA,17754,4
Montrose Area SD,PENNSYLVANIA,18801,3
Moon Area SD,PENNSYLVANIA,15108,8
Morrisville Borough SD,PENNSYLVANIA,19067,3
Moshannon Valley SD,PENNSYLVANIA,16651,2
Mount Carmel Area SD,PENNSYLVANIA,17851,3
Mount Union Area SD,PENNSYLVANIA,17066,5
Mountain View SD,PENNSYLVANIA,18826,2
Mt Lebanon SD,PENNSYLVANIA,15228,10
Mount Pleasant Area SD,PENNSYLVANIA,15666,5
Muhlenberg SD,PENNSYLVANIA,19605,4
Muncy SD,PENNSYLVANIA,17756,2
Greater Nanticoke Area SD,PENNSYLVANIA,18634,4
Nazareth Area SD,PENNSYLVANIA,18064,6
Neshaminy SD,PENNSYLVANIA,19047,10
Neshannock Township SD,PENNSYLVANIA,16105,2
Woodland Hills SD,PENNSYLVANIA,15104,5
New Brighton Area SD,PENNSYLVANIA,15066,3
New Castle Area SD,PENNSYLVANIA,16101,5
New Kensington-Arnold SD,PENNSYLVANIA,15068,4
New Hope-Solebury SD,PENNSYLVANIA,18938,4
Newport SD,PENNSYLVANIA,17074,3
Norristown Area SD,PENNSYLVANIA,19403,12
North Allegheny SD,PENNSYLVANIA,15237,11
Moniteau SD,PENNSYLVANIA,16061,2
North Clarion County SD,PENNSYLVANIA,16353,2
North East SD,PENNSYLVANIA,16428,4
North Hills SD,PENNSYLVANIA,15229,6
North Penn SD,PENNSYLVANIA,19446,17
North Pocono SD,PENNSYLVANIA,18444,5
Northampton Area SD,PENNSYLVANIA,18067,6
Riverside Beaver County SD,PENNSYLVANIA,16117,3
Northeast Bradford SD,PENNSYLVANIA,18837,2
Northeastern York SD,PENNSYLVANIA,17345,8
Northern Bedford County SD,PENNSYLVANIA,16659,3
Northern Cambria SD,PENNSYLVANIA,15714,3
Northern Lebanon SD,PENNSYLVANIA,17026,6
Northern Lehigh SD,PENNSYLVANIA,18080,4
Northern Potter SD,PENNSYLVANIA,16948,2
Northern Tioga SD,PENNSYLVANIA,16920,5
Northern York County SD,PENNSYLVANIA,17019,6
Northgate SD,PENNSYLVANIA,15202,3
Northwest Area SD,PENNSYLVANIA,18655,3
Northwestern Lehigh SD,PENNSYLVANIA,18066,4
Northwestern SD,PENNSYLVANIA,16401,4
Norwin SD,PENNSYLVANIA,15642,7
Octorara Area SD,PENNSYLVANIA,19310,4
Oil City Area SD,PENNSYLVANIA,16301,5
Old Forge SD,PENNSYLVANIA,18518,2
Oley Valley SD,PENNSYLVANIA,19547,3
Oswayo Valley SD,PENNSYLVANIA,16748,3
Otto-Eldred SD,PENNSYLVANIA,16729,2
Owen J Roberts SD,PENNSYLVANIA,19465,7
Oxford Area SD,PENNSYLVANIA,19363,6
Palisades SD,PENNSYLVANIA,18930,5
Palmerton Area SD,PENNSYLVANIA,18071,5
Palmyra Area SD,PENNSYLVANIA,17078,6
Panther Valley SD,PENNSYLVANIA,18232,3
Parkland SD,PENNSYLVANIA,18104,11
Pen Argyl Area SD,PENNSYLVANIA,18072,3
Penn-Delco SD,PENNSYLVANIA,19014,6
Penn Hills SD,PENNSYLVANIA,15235,3
Penn Manor SD,PENNSYLVANIA,17551,10
Penn-Trafford SD,PENNSYLVANIA,15636,8
Penncrest SD,PENNSYLVANIA,16433,6
Pennridge SD,PENNSYLVANIA,18944,11
Penns Manor Area SD,PENNSYLVANIA,15728,2
Penns Valley Area SD,PENNSYLVANIA,16875,4
Pennsbury SD,PENNSYLVANIA,19058,15
Pequea Valley SD,PENNSYLVANIA,17535,4
Perkiomen Valley SD,PENNSYLVANIA,19426,7
Peters Township SD,PENNSYLVANIA,15317,5
Philadelphia City SD,PENNSYLVANIA,19130,217
Philipsburg-Osceola Area SD,PENNSYLVANIA,16866,4
Phoenixville Area SD,PENNSYLVANIA,19460,6
Pine Grove Area SD,PENNSYLVANIA,17963,3
Pittsburgh SD,PENNSYLVANIA,15213,56
Pittston Area SD,PENNSYLVANIA,18640,4
Pleasant Valley SD,PENNSYLVANIA,18322,4
Plum Borough SD,PENNSYLVANIA,15239,5
Colonial SD,PENNSYLVANIA,19462,7
Pocono Mountain SD,PENNSYLVANIA,18370,9
Port Allegany SD,PENNSYLVANIA,16743,2
Portage Area SD,PENNSYLVANIA,15946,2
Pottsgrove SD,PENNSYLVANIA,19464,5
Pottstown SD,PENNSYLVANIA,19464,6
Pottsville Area SD,PENNSYLVANIA,17901,3
Punxsutawney Area SD,PENNSYLVANIA,15767,2
Purchase Line SD,PENNSYLVANIA,15729,2
Quaker Valley SD,PENNSYLVANIA,15056,4
Quakertown Community SD,PENNSYLVANIA,18951,8
Radnor Township SD,PENNSYLVANIA,19087,5
Reading SD,PENNSYLVANIA,19601,19
Red Lion Area SD,PENNSYLVANIA,17356,9
Redbank Valley SD,PENNSYLVANIA,16242,3
Reynolds SD,PENNSYLVANIA,16125,2
Richland SD,PENNSYLVANIA,15904,2
Ridgway Area SD,PENNSYLVANIA,15853,3
Ridley SD,PENNSYLVANIA,19033,9
Ringgold SD,PENNSYLVANIA,15067,4
Riverview SD,PENNSYLVANIA,15139,3
Rochester Area SD,PENNSYLVANIA,15074,3
Rockwood Area SD,PENNSYLVANIA,15557,2
Rose Tree Media SD,PENNSYLVANIA,19063,6
South Fayette Township SD,PENNSYLVANIA,15057,4
Saint Marys Area SD,PENNSYLVANIA,15857,5
Salisbury Township SD,PENNSYLVANIA,18103,4
Salisbury-Elk Lick SD,PENNSYLVANIA,15558,2
Sayre Area SD,PENNSYLVANIA,18840,2
Schuylkill Haven Area SD,PENNSYLVANIA,17972,3
Schuylkill Valley SD,PENNSYLVANIA,19533,3
Scranton SD,PENNSYLVANIA,18503,16
Selinsgrove Area SD,PENNSYLVANIA,17870,4
Yough SD,PENNSYLVANIA,15637,5
Shade-Central City SD,PENNSYLVANIA,15924,2
Shaler Area SD,PENNSYLVANIA,15116,7
Shamokin Area SD,PENNSYLVANIA,17866,4
Shanksville-Stonycreek SD,PENNSYLVANIA,15560,3
Sharon City SD,PENNSYLVANIA,16146,5
Sharpsville Area SD,PENNSYLVANIA,16150,3
Shenandoah Valley SD,PENNSYLVANIA,17976,2
Shenango Area SD,PENNSYLVANIA,16101,2
Shikellamy SD,PENNSYLVANIA,17801,6
Shippensburg Area SD,PENNSYLVANIA,17257,6
Slippery Rock Area SD,PENNSYLVANIA,16057,4
Smethport Area SD,PENNSYLVANIA,16749,2
Solanco SD,PENNSYLVANIA,17566,7
Somerset Area SD,PENNSYLVANIA,15501,3
Souderton Area SD,PENNSYLVANIA,18964,9
South Allegheny SD,PENNSYLVANIA,15133,3
South Butler County SD,PENNSYLVANIA,16056,4
South Middleton SD,PENNSYLVANIA,17007,4
South Park SD,PENNSYLVANIA,15129,3
South Williamsport Area SD,PENNSYLVANIA,17702,3
South Eastern SD,PENNSYLVANIA,17321,6
Southeastern Greene SD,PENNSYLVANIA,15338,2
South Side Area SD,PENNSYLVANIA,15050,3
Southern Columbia Area SD,PENNSYLVANIA,17820,3
Southern Fulton SD,PENNSYLVANIA,17267,2
Southern Huntingdon County SD,PENNSYLVANIA,17264,4
Southern Lehigh SD,PENNSYLVANIA,18034,5
Southern Tioga SD,PENNSYLVANIA,16912,5
Southern York County SD,PENNSYLVANIA,17327,5
Southeast Delco SD,PENNSYLVANIA,19032,6
Southmoreland SD,PENNSYLVANIA,15683,4
Seneca Valley SD,PENNSYLVANIA,16037,8
South Western SD,PENNSYLVANIA,17331,6
Spring Cove SD,PENNSYLVANIA,16673,4
Spring-Ford Area SD,PENNSYLVANIA,19468,11
Spring Grove Area SD,PENNSYLVANIA,17362,6
Springfield SD,PENNSYLVANIA,19064,5
Springfield Township SD,PENNSYLVANIA,19075,4
Saint Clair Area SD,PENNSYLVANIA,17970,1
Tuscarora SD,PENNSYLVANIA,17236,6
State College Area SD,PENNSYLVANIA,16801,11
Steel Valley SD,PENNSYLVANIA,15120,4
Steelton-Highspire SD,PENNSYLVANIA,17113,2
Sto-Rox SD,PENNSYLVANIA,15136,3
Stroudsburg Area SD,PENNSYLVANIA,18360,7
Sullivan County SD,PENNSYLVANIA,18626,2
Susquehanna Community SD,PENNSYLVANIA,18847,2
Susquehanna Township SD,PENNSYLVANIA,17110,4
Susquenita SD,PENNSYLVANIA,17020,3
Tamaqua Area SD,PENNSYLVANIA,18252,4
Riverside SD,PENNSYLVANIA,18517,3
Titusville Area SD,PENNSYLVANIA,16354,6
Towanda Area SD,PENNSYLVANIA,18848,3
Tredyffrin-Easttown SD,PENNSYLVANIA,19087,8
Tri-Valley SD,PENNSYLVANIA,17983,3
Trinity Area SD,PENNSYLVANIA,15301,6
Troy Area SD,PENNSYLVANIA,16947,3
Tulpehocken Area SD,PENNSYLVANIA,19507,3
Tunkhannock Area SD,PENNSYLVANIA,18657,4
Turkeyfoot Valley Area SD,PENNSYLVANIA,15424,2
Tussey Mountain SD,PENNSYLVANIA,16678,3
Twin Valley SD,PENNSYLVANIA,19520,5
Tyrone Area SD,PENNSYLVANIA,16686,3
Union Area SD,PENNSYLVANIA,16101,3
Union City Area SD,PENNSYLVANIA,16438,3
Union SD,PENNSYLVANIA,16248,3
Uniontown Area SD,PENNSYLVANIA,15401,9
Unionville-Chadds Ford SD,PENNSYLVANIA,19348,6
United SD,PENNSYLVANIA,15920,2
Upper Adams SD,PENNSYLVANIA,17307,5
Upper Darby SD,PENNSYLVANIA,19026,14
Upper Dauphin Area SD,PENNSYLVANIA,17048,3
Upper Dublin SD,PENNSYLVANIA,19002,6
Upper Merion Area SD,PENNSYLVANIA,19406,7
Upper Moreland Township SD,PENNSYLVANIA,19090,4
Upper Perkiomen SD,PENNSYLVANIA,18073,5
Upper Saint Clair SD,PENNSYLVANIA,15241,6
Valley Grove SD,PENNSYLVANIA,16323,2
Valley View SD,PENNSYLVANIA,18403,4
Wallenpaupack Area SD,PENNSYLVANIA,18428,5
Wallingford-Swarthmore SD,PENNSYLVANIA,19086,5
Warren County SD,PENNSYLVANIA,16345,9
Warrior Run SD,PENNSYLVANIA,17772,3
Warwick SD,PENNSYLVANIA,17543,6
Wayne Highlands SD,PENNSYLVANIA,18431,6
Washington SD,PENNSYLVANIA,15301,3
Wattsburg Area SD,PENNSYLVANIA,16509,3
Waynesboro Area SD,PENNSYLVANIA,17268,6
Weatherly Area SD,PENNSYLVANIA,18255,3
Wellsboro Area SD,PENNSYLVANIA,16901,4
West Allegheny SD,PENNSYLVANIA,15126,5
West Branch Area SD,PENNSYLVANIA,16858,3
West Chester Area SD,PENNSYLVANIA,19341,16
West Greene SD,PENNSYLVANIA,15370,2
West Jefferson Hills SD,PENNSYLVANIA,15025,5
West Middlesex Area SD,PENNSYLVANIA,16159,3
West Mifflin Area SD,PENNSYLVANIA,15122,4
West Perry SD,PENNSYLVANIA,17024,5
West Shore SD,PENNSYLVANIA,17070,14
West Side CTC,PENNSYLVANIA,18704,1
Wyoming Valley West SD,PENNSYLVANIA,18704,7
West York Area SD,PENNSYLVANIA,17404,5
Mifflinburg Area SD,PENNSYLVANIA,17844,4
Western Beaver County SD,PENNSYLVANIA,15059,2
Western Wayne SD,PENNSYLVANIA,18436,4
Westmont Hilltop SD,PENNSYLVANIA,15905,2
Whitehall-Coplay SD,PENNSYLVANIA,18052,5
Wilkes-Barre Area SD,PENNSYLVANIA,18711,10
Wilkinsburg Borough SD,PENNSYLVANIA,15221,2
William Penn SD,PENNSYLVANIA,19050,10
Williams Valley SD,PENNSYLVANIA,17980,2
Williamsburg Community SD,PENNSYLVANIA,16693,2
Williamsport Area SD,PENNSYLVANIA,17701,8
Wilmington Area SD,PENNSYLVANIA,16142,3
Wilson Area SD,PENNSYLVANIA,18042,5
Wilson SD,PENNSYLVANIA,19609,8
Windber Area SD,PENNSYLVANIA,15963,3
Wyalusing Area SD,PENNSYLVANIA,18853,2
Wyoming Area SD,PENNSYLVANIA,18643,4
Wyomissing Area SD,PENNSYLVANIA,19610,3
York Co School of Technology,PENNSYLVANIA,17402,1
York City SD,PENNSYLVANIA,17401,9
York Suburban SD,PENNSYLVANIA,17403,6
A W Beattie Career Center,PENNSYLVANIA,15101,1
Forbes Road CTC,PENNSYLVANIA,15146,1
McKeesport Area Tech Ctr,PENNSYLVANIA,15132,1
Parkway West CTC,PENNSYLVANIA,15071,1
Steel Center for Career and Technical Education,PENNSYLVANIA,15025,1
Berks CTC,PENNSYLVANIA,19533,2
Reading Muhlenberg CTC,PENNSYLVANIA,19604,1
Greater Altoona CTC,PENNSYLVANIA,16602,1
Bucks County Technical High School,PENNSYLVANIA,19030,1
Middle Bucks Institute of Technology,PENNSYLVANIA,18929,1
Upper Bucks County Technical School,PENNSYLVANIA,18944,1
Admiral Peary AVTS,PENNSYLVANIA,15931,1
Carbon Career & Technical Institute,PENNSYLVANIA,18229,1
Clarion County Career Center,PENNSYLVANIA,16254,1
Clearfield County CTC,PENNSYLVANIA,16830,1
Crawford County CTC,PENNSYLVANIA,16335,1
Cumberland Perry AVTS,PENNSYLVANIA,17050,1
Delaware County Technical High School,PENNSYLVANIA,19014,3
Erie County Technical School,PENNSYLVANIA,16509,1
Connellsville Area Career & Technical Center,PENNSYLVANIA,15425,1
Franklin County CTC,PENNSYLVANIA,17202,1
Greene County CTC,PENNSYLVANIA,15370,1
Huntingdon County CTC,PENNSYLVANIA,17060,1
CTC of Lackawanna County,PENNSYLVANIA,18508,1
Lancaster County CTC,PENNSYLVANIA,17584,3
Lebanon County CTC,PENNSYLVANIA,17042,1
Lehigh Career & Technical Institute,PENNSYLVANIA,18078,1
Wilkes-Barre Area CTC,PENNSYLVANIA,18705,1
Mercer County Career Center,PENNSYLVANIA,16137,1
Monroe Career & Tech Inst,PENNSYLVANIA,18321,1
Central Montco Technical High School,PENNSYLVANIA,19462,1
Eastern Center for Arts & Technology,PENNSYLVANIA,19090,1
Western Montgomery CTC,PENNSYLVANIA,19468,1
Bethlehem AVTS,PENNSYLVANIA,18020,1
Career Institute of Technology,PENNSYLVANIA,18040,1
Somerset County Technology Center,PENNSYLVANIA,15501,1
SUN Area Technical Institute,PENNSYLVANIA,17855,1
Venango Technology Center,PENNSYLVANIA,16301,1
Warren County AVTS,PENNSYLVANIA,16365,1
Mon Valley CTC,PENNSYLVANIA,15022,1
Western Area CTC,PENNSYLVANIA,15317,1
Central Westmoreland CTC,PENNSYLVANIA,15672,1
Eastern Westmoreland CTC,PENNSYLVANIA,15650,1
Northern Westmoreland CTC,PENNSYLVANIA,15068,1
Northumberland County CTC,PENNSYLVANIA,17866,1
Beaver County CTC,PENNSYLVANIA,15061,1
Northern Tier Career Center,PENNSYLVANIA,18848,1
Butler County AVTS,PENNSYLVANIA,16001,1
Central PA Institute of Science & Technology,PENNSYLVANIA,16823,1
Fayette County Career & Technical Institute,PENNSYLVANIA,15401,1
Hazleton Area Career Center,PENNSYLVANIA,18202,1
North Montco Tech Career Center,PENNSYLVANIA,19446,1
Schuylkill Technology Centers,PENNSYLVANIA,17951,2
Seneca Highlands Career and Technical Center,PENNSYLVANIA,16743,1
Indiana County Technology Center,PENNSYLVANIA,15701,1
Keystone Central CTC,PENNSYLVANIA,17751,1
Intermediate Unit 1,PENNSYLVANIA,15423,0
Allegheny IU 3,PENNSYLVANIA,15120,0
Midwestern IU 4,PENNSYLVANIA,16127,0
Northwest Tri-County IU 5,PENNSYLVANIA,16412,0
Riverview IU 6,PENNSYLVANIA,16214,0
Westmoreland IU 7,PENNSYLVANIA,15601,0
Appalachia IU 8,PENNSYLVANIA,16602,0
Seneca Highlands IU 9,PENNSYLVANIA,16749,0
Central IU 10,PENNSYLVANIA,16878,0
Tuscarora IU 11,PENNSYLVANIA,17051,0
Lincoln IU 12,PENNSYLVANIA,17350,0
Lancaster-Lebanon IU 13,PENNSYLVANIA,17601,0
Berks County IU 14,PENNSYLVANIA,19612,0
Capital Area IU 15,PENNSYLVANIA,17025,0
Central Susquehanna IU 16,PENNSYLVANIA,17847,0
BLaST IU 17,PENNSYLVANIA,17701,0
Luzerne IU 18,PENNSYLVANIA,18704,0
Northeastern Educational IU 19,PENNSYLVANIA,18403,0
Colonial IU 20,PENNSYLVANIA,18045,0
Carbon-Lehigh IU 21,PENNSYLVANIA,18078,0
Bucks County IU 22,PENNSYLVANIA,18901,0
Montgomery County IU 23,PENNSYLVANIA,19401,0
Chester County IU 24,PENNSYLVANIA,19335,0
Delaware County IU 25,PENNSYLVANIA,19070,0
Beaver Valley IU 27,PENNSYLVANIA,15061,0
ARIN IU 28,PENNSYLVANIA,15701,0
Schuylkill IU 29,PENNSYLVANIA,17951,0
Lycoming CTC,PENNSYLVANIA,17737,1
R.I. Sch for the Deaf,RHODE ISLAND,2908,1
MET Career and Tech,RHODE ISLAND,2905,1
Davies Career and Tech,RHODE ISLAND,2865,1
Urban Collaborative,RHODE ISLAND,2903,1
Learning Community,RHODE ISLAND,2863,1
Beacon Charter School,RHODE ISLAND,2895,2
DCYF,RHODE ISLAND,2920,1
Segue Institute for Learning,RHODE ISLAND,2863,1
Blackstone Valley Prep  A RI Mayoral Academy,RHODE ISLAND,2864,6
The Greene School,RHODE ISLAND,2817,1
Trinity Academy for the Performing Arts,RHODE ISLAND,2903,1
Rhode Island Nurses Institute Middle College,RHODE ISLAND,2903,1
Northern RI Collaborative,RHODE ISLAND,2865,0
Achievement First Rhode Island,RHODE ISLAND,2909,4
West Bay Collaborative,RHODE ISLAND,2888,0
Sheila Skip Nowell Leadership Academy,RHODE ISLAND,2863,2
Village Green Virtual,RHODE ISLAND,2903,1
East Bay Educational Collaborative,RHODE ISLAND,2885,0
The Hope Academy,RHODE ISLAND,2905,1
SouthSide Charter School,RHODE ISLAND,2905,1
RISE Prep Mayoral Academy,RHODE ISLAND,2895,1
Barrington,RHODE ISLAND,2806,6
Highlander,RHODE ISLAND,2907,2
Paul Cuffee Charter Sch,RHODE ISLAND,2908,3
Kingston Hill Academy,RHODE ISLAND,2874,1
International Charter,RHODE ISLAND,2860,1
The Compass School,RHODE ISLAND,2881,1
Blackstone Academy,RHODE ISLAND,2860,1
Charette Charter,RHODE ISLAND,2903,1
Bristol Warren,RHODE ISLAND,2809,6
Burrillville,RHODE ISLAND,2830,5
Central Falls,RHODE ISLAND,2863,6
Chariho,RHODE ISLAND,2894,8
Coventry,RHODE ISLAND,2816,8
Cranston,RHODE ISLAND,2910,24
Cumberland,RHODE ISLAND,2864,9
East Greenwich,RHODE ISLAND,2818,6
East Providence,RHODE ISLAND,2914,13
Exeter-West Greenwich,RHODE ISLAND,2817,5
Foster,RHODE ISLAND,2825,1
Foster-Glocester,RHODE ISLAND,2857,2
Glocester,RHODE ISLAND,2814,2
Jamestown,RHODE ISLAND,2835,2
Johnston,RHODE ISLAND,2919,8
Lincoln,RHODE ISLAND,2865,6
Little Compton,RHODE ISLAND,2837,1
Middletown,RHODE ISLAND,2842,5
Narragansett,RHODE ISLAND,2882,3
New Shoreham,RHODE ISLAND,2807,1
Newport,RHODE ISLAND,2840,5
North Kingstown,RHODE ISLAND,2852,8
North Providence,RHODE ISLAND,2911,8
North Smithfield,RHODE ISLAND,2896,3
Pawtucket,RHODE ISLAND,2860,16
Portsmouth,RHODE ISLAND,2871,4
Providence,RHODE ISLAND,2903,43
Scituate,RHODE ISLAND,2857,5
Smithfield,RHODE ISLAND,2917,6
South Kingstown,RHODE ISLAND,2879,7
Tiverton,RHODE ISLAND,2878,5
Warwick,RHODE ISLAND,2889,19
West Warwick,RHODE ISLAND,2893,6
Westerly,RHODE ISLAND,2891,6
Woonsocket,RHODE ISLAND,2895,10
Dept Of Correction N04,SOUTH CAROLINA,29210,12
Dorchester 04,SOUTH CAROLINA,29477,6
Deaf & Blind School,SOUTH CAROLINA,29302,5
Greenwood 80,SOUTH CAROLINA,29649,1
