LEA_NAME,STATE,ZIP,OP
WAUKOMIS,OKLAHOMA,73773,3
WAURIKA,OKLAHOMA,73573,3
WAYNE,OKLAHOMA,73095,3
WAYNOKA,OKLAHOMA,73860,2
WEATHERFORD,OKLAHOMA,73096,5
WEBBERS FALLS,OKLAHOMA,74470,2
WELCH,OKLAHOMA,74369,3
WELEETKA,OKLAHOMA,74880,3
WELLSTON,OKLAHOMA,74881,3
WESTERN HEIGHTS,OKLAHOMA,73179,8
WESTVILLE,OKLAHOMA,74965,3
WETUMKA,OKLAHOMA,74883,2
WEWOKA,OKLAHOMA,74884,3
WHITE OAK,OKLAHOMA,74301,1
WHITE ROCK,OKLAHOMA,74851,1
WHITEBEAD,OKLAHOMA,73075,1
WHITEFIELD,OKLAHOMA,74472,1
WHITESBORO,OKLAHOMA,74577,2
WICKLIFFE,OKLAHOMA,74365,1
WILBURTON,OKLAHOMA,74578,3
WILSON,OKLAHOMA,74437,2
WILSON,OKLAHOMA,73463,2
WISTER,OKLAHOMA,74966,2
WOODALL,OKLAHOMA,74464,1
WOODWARD,OKLAHOMA,73802,7
WRIGHT CITY,OKLAHOMA,74766,3
WYANDOTTE,OKLAHOMA,74370,3
WYNNEWOOD,OKLAHOMA,73098,3
WYNONA,OKLAHOMA,74084,2
YALE,OKLAHOMA,74085,3
YARBROUGH,OKLAHOMA,73939,2
YUKON,OKLAHOMA,73099,11
ZANEIS,OKLAHOMA,73463,1
ZION,OKLAHOMA,74960,1
ROCK CREEK,OKLAHOMA,74726,2
FORT COBB-BROXTON,OKLAHOMA,73038,3
BINGER-ONEY,OKLAHOMA,73009,2
Falls City SD 57,OREGON,97344,2
Oregon Department of Education,OREGON,97310,5
Vale SD 84,OREGON,97918,4
Gervais SD 1,OREGON,97026,5
Yamhill Carlton SD 1,OREGON,97148,3
Harrisburg SD 7J,OREGON,97446,2
North Santiam SD 29J,OREGON,97383,5
South Wasco County SD 1,OREGON,97037,2
Northwest Regional ESD,OREGON,97124,0
Hillsboro SD 1J,OREGON,97124,35
South Coast ESD,OREGON,97420,0
Douglas ESD,OREGON,97470,0
North Central ESD,OREGON,97823,0
Grant ESD,OREGON,97845,0
Harney ESD Region XVII,OREGON,97720,0
Southern Oregon ESD,OREGON,97501,0
Jefferson ESD,OREGON,97741,0
Lake ESD,OREGON,97630,0
Lane ESD,OREGON,97402,0
Linn Benton Lincoln ESD,OREGON,97321,0
Malheur ESD Region 14,OREGON,97918,0
Willamette ESD,OREGON,97302,0
InterMountain ESD,OREGON,97801,0
Region 18 ESD,OREGON,97828,0
Knappa SD 4,OREGON,97103,2
Malheur County SD 51,OREGON,97918,0
ODE YCEP District,OREGON,97310,8
ODE JDEP District,OREGON,97310,0
ODE Head Start,OREGON,97310,0
Ione SD R2,OREGON,97843,1
North Wasco County SD 21,OREGON,97058,7
ODE LTCT District,OREGON,97310,0
ODE Hospital Program District,OREGON,97310,0
Myrtle Point SD 41,OREGON,97458,2
Adel SD 21,OREGON,97630,1
Adrian SD 61,OREGON,97901,2
Greater Albany Public SD 8J,OREGON,97321,20
Alsea SD 7J,OREGON,97324,1
Amity SD 4J,OREGON,97101,4
Annex SD 29,OREGON,97914,1
Columbia Gorge ESD,OREGON,97058,0
Arlington SD 3,OREGON,97812,1
Arock SD 81,OREGON,97918,1
Ashland SD 5,OREGON,97520,6
Ashwood SD 8,OREGON,97711,1
Astoria SD 1,OREGON,97103,4
Athena-Weston SD 29RJ,OREGON,97813,3
Baker SD 5J,OREGON,97814,9
Burnt River SD 30J,OREGON,97884,1
Bandon SD 54,OREGON,97411,3
Banks SD 13,OREGON,97106,3
Beaverton SD 48J,OREGON,97003,55
Bend-LaPine Administrative SD 1,OREGON,97703,35
Bethel SD 52,OREGON,97402,11
Blachly SD 90,OREGON,97412,1
Black Butte SD 41,OREGON,97730,1
Brookings-Harbor SD 17C,OREGON,97415,3
Harney County SD 3,OREGON,97720,4
Butte Falls SD 91,OREGON,97522,1
Camas Valley SD 21J,OREGON,97416,1
Canby SD 86,OREGON,97013,8
Cascade SD 5,OREGON,97392,6
Centennial SD 28J,OREGON,97236,10
Central SD 13J,OREGON,97351,5
Central Linn SD 552,OREGON,97348,2
Central Point SD 6,OREGON,97502,10
Clatskanie SD 6J,OREGON,97016,2
Rainier SD 13,OREGON,97048,3
Colton SD 53,OREGON,97017,3
Condon SD 25J,OREGON,97823,2
Coquille SD 8,OREGON,97423,4
Corbett SD 39,OREGON,97019,1
Corvallis SD 509J,OREGON,97339,13
Cove SD 15,OREGON,97824,1
Harney County SD 4,OREGON,97732,2
Harney County Union High SD 1J,OREGON,97732,2
Coos Bay SD 9,OREGON,97420,8
Creswell SD 40,OREGON,97426,3
Crook County SD,OREGON,97754,8
Crow-Applegate-Lorane SD 66,OREGON,97402,2
Culver SD 4,OREGON,97734,3
Dallas SD 2,OREGON,97338,7
David Douglas SD 40,OREGON,97220,14
Douglas County SD 15,OREGON,97429,1
Dayton SD 8,OREGON,97114,3
Dayville SD 16J,OREGON,97825,1
Diamond SD 7,OREGON,97722,1
Double O SD 28,OREGON,97738,1
North Douglas SD 22,OREGON,97435,2
Drewsey SD 13,OREGON,97904,1
Dufur SD 29,OREGON,97021,1
Eagle Point SD 9,OREGON,97524,10
Echo SD 5,OREGON,97826,1
Elgin SD 23,OREGON,97827,2
Elkton SD 34,OREGON,97436,1
Estacada SD 108,OREGON,97023,6
Eugene SD 4J,OREGON,97402,38
Fern Ridge SD 28J,OREGON,97437,5
South Harney SD 33,OREGON,89404,1
Enterprise SD 21,OREGON,97828,2
Siuslaw SD 97J,OREGON,97439,3
Forest Grove SD 15,OREGON,97116,10
Fossil SD 21J,OREGON,97830,1
Frenchglen SD 16,OREGON,97736,1
Gaston SD 511J,OREGON,97119,2
Gladstone SD 115,OREGON,97027,4
Glendale SD 77,OREGON,97442,2
Glide SD 12,OREGON,97443,3
Central Curry SD 1,OREGON,97444,2
Grants Pass SD 7,OREGON,97526,9
Gresham-Barlow SD 10J,OREGON,97030,22
Harper SD 66,OREGON,97906,1
Helix SD 1,OREGON,97835,1
Hermiston SD 8,OREGON,97838,8
Hood River County SD,OREGON,97031,8
Huntington SD 16J,OREGON,97907,1
Imbler SD 11,OREGON,97841,1
Jefferson SD 14J,OREGON,97352,3
Jefferson County SD 509J,OREGON,97741,8
Jewell SD 8,OREGON,97138,1
John Day SD 3,OREGON,97820,3
Jordan Valley SD 3,OREGON,97910,3
Joseph SD 6,OREGON,97846,2
Three Rivers/Josephine County SD,OREGON,97533,15
Junction City SD 69,OREGON,97448,4
Juntura SD 12,OREGON,97918,1
Klamath County SD,OREGON,97601,22
Klamath Falls City Schools,OREGON,97603,8
La Grande SD 1,OREGON,97850,5
Lake Oswego SD 7J,OREGON,97034,11
Lake County SD 7,OREGON,97630,4
Lebanon Community SD 9,OREGON,97355,9
Lincoln County SD,OREGON,97365,17
Long Creek SD 17,OREGON,97856,1
Lowell SD 71,OREGON,97452,4
Mapleton SD 32,OREGON,97453,2
Marcola SD 79J,OREGON,97454,3
McKenzie SD 68,OREGON,97488,1
McMinnville SD 40,OREGON,97128,9
Medford SD 549C,OREGON,97501,23
Santiam Canyon SD 129J,OREGON,97360,3
Milton-Freewater Unified SD 7,OREGON,97862,4
Mitchell SD 55,OREGON,97750,4
Molalla River SD 35,OREGON,97038,8
Monroe SD 1J,OREGON,97456,2
Monument SD 8,OREGON,97864,1
Morrow SD 1,OREGON,97836,9
Mt Angel SD 91,OREGON,97362,3
Neah-Kah-Nie SD 56,OREGON,97136,4
Nestucca Valley SD 101J,OREGON,97112,2
Newberg SD 29J,OREGON,97132,9
North Bend SD 13,OREGON,97459,5
North Clackamas SD 12,OREGON,97222,31
North Marion SD 15,OREGON,97002,4
North Powder SD 8J,OREGON,97867,1
Nyssa SD 26,OREGON,97913,3
Oakland SD 1,OREGON,97462,3
Oakridge SD 76,OREGON,97463,3
Ontario SD 8C,OREGON,97914,7
Oregon City SD 62,OREGON,97045,14
Paisley SD 11,OREGON,97636,1
Parkrose SD 3,OREGON,97220,6
Pendleton SD 16,OREGON,97801,8
Perrydale SD 21,OREGON,97101,1
Philomath SD 17J,OREGON,97370,6
Phoenix-Talent SD 4,OREGON,97535,6
Pilot Rock SD 2,OREGON,97868,2
Pine Creek SD 5,OREGON,97904,1
Pine Eagle SD 61,OREGON,97834,1
Pinehurst SD 94,OREGON,97520,1
Pleasant Hill SD 1,OREGON,97455,2
Plush SD 18,OREGON,97637,1
Port Orford-Langlois SD 2CJ,OREGON,97465,2
Portland SD 1J,OREGON,97208,86
Powers SD 31,OREGON,97466,2
Prairie City SD 4,OREGON,97869,1
Prospect SD 59,OREGON,97536,1
Redmond SD 2J,OREGON,97756,13
Reedsport SD 105,OREGON,97467,2
Reynolds SD 7,OREGON,97024,19
Riddle SD 70,OREGON,97469,2
Riverdale SD 51J,OREGON,97219,2
Rogue River SD 35,OREGON,97537,4
Douglas County SD 4,OREGON,97471,13
Salem-Keizer SD 24J,OREGON,97309,65
Oregon Trail SD 46,OREGON,97055,10
Scappoose SD 1J,OREGON,97056,7
Scio SD 95,OREGON,97374,6
Seaside SD 10,OREGON,97138,5
Sheridan SD 48J,OREGON,97378,4
Sherman County SD,OREGON,97039,1
Sherwood SD 88J,OREGON,97140,8
North Lake SD 14,OREGON,97638,1
Silver Falls SD 4J,OREGON,97381,13
Sisters SD 6,OREGON,97759,3
South Lane SD 45J3,OREGON,97424,9
South Umpqua SD 19,OREGON,97457,5
Spray SD 1,OREGON,97874,1
Springfield SD 19,OREGON,97477,21
St Helens SD 502,OREGON,97051,7
St Paul SD 45,OREGON,97137,2
Stanfield SD 61,OREGON,97875,2
Suntex SD 10,OREGON,97738,1
Sutherlin SD 130,OREGON,97479,5
Sweet Home SD 55,OREGON,97386,7
Tigard-Tualatin SD 23J,OREGON,97223,17
Tillamook SD 9,OREGON,97141,5
Troy SD 54,OREGON,97828,1
Ukiah SD 80R,OREGON,97880,1
Umatilla SD 6R,OREGON,97882,3
Union SD 5,OREGON,97883,2
Vernonia SD 47J,OREGON,97064,4
Wallowa SD 12,OREGON,97885,2
Warrenton-Hammond SD 30,OREGON,97146,2
West Linn-Wilsonville SD 3J,OREGON,97062,17
Willamina SD 30J,OREGON,97396,3
Winston-Dillard SD 116,OREGON,97496,6
Woodburn SD 103,OREGON,97071,12
Yoncalla SD 32,OREGON,97499,2
High Desert ESD,OREGON,97756,0
Multnomah ESD,OREGON,97294,2
Clackamas ESD,OREGON,97015,0
Bedford County Technical Center,PENNSYLVANIA,15537,1
Susquehanna County CTC,PENNSYLVANIA,18844,1
Fulton County AVTS,PENNSYLVANIA,17233,1
Keystone Education Center CS,PENNSYLVANIA,16125,1
Chester Co Family Academy CS,PENNSYLVANIA,19382,1
Community Academy of Philadelphia CS,PENNSYLVANIA,19124,1
Harambee Institute of Science and Technology CS,PENNSYLVANIA,19151,1
Youth Build Phila CS,PENNSYLVANIA,19122,1
Manchester Academic CS,PENNSYLVANIA,15233,1
Urban Pathways 6-12 CS,PENNSYLVANIA,15222,1
Urban Academy of Greater Pittsburgh CS,PENNSYLVANIA,15206,1
Robert Benjamin Wiley Community CS,PENNSYLVANIA,16507,1
Dr Robert Ketterer CS Inc,PENNSYLVANIA,15650,1
Centre Learning Community CS,PENNSYLVANIA,16801,1
Nittany Valley CS,PENNSYLVANIA,16801,1
South Mountain Secure Trmnt Unit,PENNSYLVANIA,17261,1
La Academia Partnership Charter School,PENNSYLVANIA,17602,1
Sylvan Heights Science CS,PENNSYLVANIA,17104,1
Susq-Cyber CS,PENNSYLVANIA,17815,1
School Lane CS,PENNSYLVANIA,19020,1
Chester Community CS,PENNSYLVANIA,19013,1
Preparatory CS of Mathematics Science Tech and Careers,PENNSYLVANIA,19145,1
Imhotep Institute CHS,PENNSYLVANIA,19138,1
Alliance for Progress CS,PENNSYLVANIA,19121,1
Multicultural Academy CS,PENNSYLVANIA,19140,1
West Oak Lane CS,PENNSYLVANIA,19138,1
Inquiry Charter School,PENNSYLVANIA,19103,1
Eugenio Maria De Hostos CS,PENNSYLVANIA,19140,1
Laboratory CS,PENNSYLVANIA,19131,1
Crispus Attucks CS,PENNSYLVANIA,17403,1
Danville Ctr Adolescent Female,PENNSYLVANIA,17821,1
Collegium CS,PENNSYLVANIA,19341,1
MAST Community CS,PENNSYLVANIA,19116,1
Christopher Columbus CS,PENNSYLVANIA,19147,1
Charter High School for Architecture and Design,PENNSYLVANIA,19106,1
Universal Institute CS,PENNSYLVANIA,19146,1
Math Civics and Sciences CS,PENNSYLVANIA,19123,1
Young Scholars CS,PENNSYLVANIA,19123,1
Freire CS,PENNSYLVANIA,19103,1
Philadelphia Academy CS,PENNSYLVANIA,19116,1
Mastery CS-Hardy Williams,PENNSYLVANIA,19144,1
Sugar Valley Rural CS,PENNSYLVANIA,17747,1
Spectrum CS,PENNSYLVANIA,15146,1
Lincoln CS,PENNSYLVANIA,17401,1
Renaissance Academy CS,PENNSYLVANIA,19460,1
Roberto Clemente CS,PENNSYLVANIA,18102,1
Bucks County Montessori CS,PENNSYLVANIA,19030,1
Souderton CS Collaborative,PENNSYLVANIA,18964,1
Pennsylvania Cyber CS,PENNSYLVANIA,15059,1
Global Leadership Academy CS,PENNSYLVANIA,19131,1
Philadelphia Performing Arts CS,PENNSYLVANIA,19145,1
New Foundations CS,PENNSYLVANIA,19136,1
Esperanza Academy Charter School,PENNSYLVANIA,19140,1
Franklin Towne CHS,PENNSYLVANIA,19137,1
Mariana Bracetti Academy CS,PENNSYLVANIA,19124,1
Mastery CHS-Lenfest Campus,PENNSYLVANIA,19144,1
People for People CS,PENNSYLVANIA,19130,1
Richard Allen Preparatory CS,PENNSYLVANIA,19143,1
Independence CS,PENNSYLVANIA,19146,1
Pennsylvania Virtual CS,PENNSYLVANIA,19406,1
21st Century Cyber CS,PENNSYLVANIA,19380,1
Russell Byers CS,PENNSYLVANIA,19103,1
First Philadelphia Preparatory Charter School,PENNSYLVANIA,19124,1
City CHS,PENNSYLVANIA,15222,1
Central PA Digital Learning Foundation CS,PENNSYLVANIA,16635,1
Fell CS,PENNSYLVANIA,18407,1
Lehigh Valley Academy Regional CS,PENNSYLVANIA,18017,1
Lehigh Valley Charter High School for the Arts,PENNSYLVANIA,18015,1
Center for Student Learning CS at Pennsbury,PENNSYLVANIA,19054,1
Avon Grove CS,PENNSYLVANIA,19390,1
Green Woods CS,PENNSYLVANIA,19128,1
West Phila. Achievement CES,PENNSYLVANIA,19151,1
Wissahickon CS,PENNSYLVANIA,19144,1
Philadelphia Electrical & Tech CHS,PENNSYLVANIA,19102,1
Belmont Charter School,PENNSYLVANIA,19104,1
Pittsburgh-Mt Oliver IU 2,PENNSYLVANIA,15203,0
Philadelphia IU 26,PENNSYLVANIA,19130,0
Propel CS-Homestead,PENNSYLVANIA,15203,1
New Day Charter School,PENNSYLVANIA,16652,1
Perseus House CS of Excellence,PENNSYLVANIA,16501,1
Infinity CS,PENNSYLVANIA,17109,1
Commonwealth Charter Academy CS,PENNSYLVANIA,17110,1
Discovery Charter School,PENNSYLVANIA,19131,1
KIPP Philadelphia Charter School,PENNSYLVANIA,19132,1
Maritime Academy Charter School,PENNSYLVANIA,19137,1
Montessori Regional CS,PENNSYLVANIA,16505,1
Pennsylvania Distance Learning CS,PENNSYLVANIA,15090,1
Bear Creek Community CS,PENNSYLVANIA,18702,1
Pennsylvania Leadership Charter School,PENNSYLVANIA,19380,1
Achievement House CS,PENNSYLVANIA,19341,1
Ad Prima CS,PENNSYLVANIA,19151,1
Philadelphia Montessori CS,PENNSYLVANIA,19142,1
Khepera CS,PENNSYLVANIA,19132,0
The New Academy CS,PENNSYLVANIA,15203,1
Propel CS-McKeesport,PENNSYLVANIA,15203,1
Propel CS-East,PENNSYLVANIA,15203,1
Tidioute Community CS,PENNSYLVANIA,16351,1
Young Scholars of Central PA CS,PENNSYLVANIA,16801,1
Northwood Academy CS,PENNSYLVANIA,19124,1
Agora Cyber CS,PENNSYLVANIA,19406,1
Folk Arts-Cultural Treasures CS,PENNSYLVANIA,19123,1
Lincoln Park Performing Arts CS,PENNSYLVANIA,15059,1
Mastery CS-Thomas Campus,PENNSYLVANIA,19144,1
Mastery CS-Shoemaker Campus,PENNSYLVANIA,19144,1
Evergreen Community CS,PENNSYLVANIA,18342,1
Philadelphia AVTS,PENNSYLVANIA,19130,0
City of Erie Regional Career & Technical School,PENNSYLVANIA,16508,0
Propel CS-Montour,PENNSYLVANIA,15303,1
Widener Partnership CS,PENNSYLVANIA,19013,1
Pittsburgh AVTS,PENNSYLVANIA,15206,0
Millersville University of PA,PENNSYLVANIA,17551,0
Southwest Leadership Academy CS,PENNSYLVANIA,19142,1
Boys Latin of Philadelphia CS,PENNSYLVANIA,19143,1
Mastery CS-Pickett Campus,PENNSYLVANIA,19144,1
Keystone Academy Charter School,PENNSYLVANIA,19135,1
Pan American Academy CS,PENNSYLVANIA,19133,1
Environmental Charter School at Frick Park,PENNSYLVANIA,15218,1
Antonia Pantoja Community Charter School,PENNSYLVANIA,19140,1
Vida Charter School,PENNSYLVANIA,17325,1
KIPP West Philadelphia Preparatory Charter School,PENNSYLVANIA,19143,1
Sankofa Freedom Academy Charter School,PENNSYLVANIA,19125,1
Franklin Towne Charter Elementary School,PENNSYLVANIA,19137,1
Seven Generations Charter School,PENNSYLVANIA,18049,1
Lincoln Leadership Academy Charter School,PENNSYLVANIA,18109,1
Tacony Academy Charter School,PENNSYLVANIA,19111,1
Eastern University Academy Charter School,PENNSYLVANIA,19129,0
Central Valley SD,PENNSYLVANIA,15061,4
Universal Daroff Charter School,PENNSYLVANIA,19146,1
Mastery CS-Harrity Campus,PENNSYLVANIA,19144,1
Mastery CS-Smedley Campus,PENNSYLVANIA,19144,1
Frederick Douglass Mastery Charter School,PENNSYLVANIA,19144,1
Mastery CS-Mann Campus,PENNSYLVANIA,19144,1
Lehigh Valley Dual Language Charter School,PENNSYLVANIA,18018,1
Propel CS-Braddock Hills,PENNSYLVANIA,15203,1
Universal Bluford Charter School,PENNSYLVANIA,19146,1
ASPIRA Bilingual Cyber Charter School,PENNSYLVANIA,19140,1
Gettysburg Montessori Charter School,PENNSYLVANIA,17325,1
John B Stetson Charter School,PENNSYLVANIA,19134,1
Mastery CS-Clymer Elementary,PENNSYLVANIA,19144,1
Gillingham Charter School,PENNSYLVANIA,17901,1
Olney Charter High School,PENNSYLVANIA,19140,1
Stone Valley Community CS,PENNSYLVANIA,16652,1
Young Scholars of Western Pennsylvania CS,PENNSYLVANIA,15234,1
York Academy Regional Charter School,PENNSYLVANIA,17401,1
Urban Pathways K-5 College Charter School,PENNSYLVANIA,15222,1
I-LEAD Charter School,PENNSYLVANIA,19601,1
Propel CS-Northside,PENNSYLVANIA,15203,1
Lindley Academy CS at Birney,PENNSYLVANIA,19141,1
Mastery CS-Gratz Campus,PENNSYLVANIA,19144,1
HOPE for Hyndman CS,PENNSYLVANIA,15545,1
Penn Hills Charter School of Entrepreneurship,PENNSYLVANIA,15235,1
Erie Rise Leadership Academy Charter School,PENNSYLVANIA,16502,1
Universal Vare Charter School,PENNSYLVANIA,19145,1
Universal Audenried Charter School,PENNSYLVANIA,19145,1
Chester Charter Scholars Academy CS,PENNSYLVANIA,19013,1
Esperanza Cyber CS,PENNSYLVANIA,19140,1
Propel CS-Pitcairn,PENNSYLVANIA,15203,1
Arts Academy CS,PENNSYLVANIA,18103,1
Baden Academy CS,PENNSYLVANIA,15005,1
Mastery CS-Cleveland Elementary,PENNSYLVANIA,19144,1
The Philadelphia CS for Arts and Sciences at HR Edmunds,PENNSYLVANIA,19124,1
Universal Creighton Charter School,PENNSYLVANIA,19120,1
Howard Gardner Multiple Intelligence CS,PENNSYLVANIA,18505,1
ACT Academy Cyber CS,PENNSYLVANIA,19138,0
Memphis Street Academy CS @ JP Jones,PENNSYLVANIA,19134,1
Universal Alcorn CS,PENNSYLVANIA,19146,1
Premier Arts and Science Charter School,PENNSYLVANIA,17103,1
Mastery CS-Francis D. Pastorius Elementary,PENNSYLVANIA,19144,1
Circle of Seasons Charter School,PENNSYLVANIA,18051,1
Capital Area School for the Arts Charter School,PENNSYLVANIA,17101,1
Mifflin County Academy of Science and Technology,PENNSYLVANIA,17044,1
Executive Education Academy Charter School,PENNSYLVANIA,18109,1
Propel CS-Hazelwood,PENNSYLVANIA,15208,1
Passport Academy CS,PENNSYLVANIA,15222,1
Arts Academy Elementary Charter School,PENNSYLVANIA,18101,1
Young Scholars of McKeesport Charter School,PENNSYLVANIA,15132,1
Vision Academy Charter School,PENNSYLVANIA,19050,1
KIPP DuBois Charter School,PENNSYLVANIA,19131,1
Reach Cyber CS,PENNSYLVANIA,17111,1
KIPP West Philadelphia CS,PENNSYLVANIA,19131,1
Mastery CS John Wister Elementary,PENNSYLVANIA,19144,1
Provident CS,PENNSYLVANIA,15212,1
MaST Community CS II,PENNSYLVANIA,19116,1
Global Leadership Academy CS Southwest at Huey,PENNSYLVANIA,19143,1
Independence CS West,PENNSYLVANIA,19143,1
Innovative Arts Academy CS,PENNSYLVANIA,18032,1
TECH Freire CS,PENNSYLVANIA,19132,1
Westinghouse Arts Academy CS,PENNSYLVANIA,15148,1
Easton Arts Academy Elementary CS,PENNSYLVANIA,18042,1
Insight PA Cyber CS,PENNSYLVANIA,19341,1
Deep Roots Charter School,PENNSYLVANIA,19134,1
Mastery Prep Elementary CS,PENNSYLVANIA,19144,1
KIPP North Philadelphia CS,PENNSYLVANIA,19132,1
Philadelphia Hebrew Public CS,PENNSYLVANIA,19129,1
MaST Community CS III,PENNSYLVANIA,19116,1
Abington Heights SD,PENNSYLVANIA,18411,6
Abington SD,PENNSYLVANIA,19001,9
Albert Gallatin Area SD,PENNSYLVANIA,15401,8
Aliquippa SD,PENNSYLVANIA,15001,2
Allegheny Valley SD,PENNSYLVANIA,15024,2
Allentown City SD,PENNSYLVANIA,18105,22
Allegheny-Clarion Valley SD,PENNSYLVANIA,16036,2
Altoona Area SD,PENNSYLVANIA,16602,11
Wissahickon SD,PENNSYLVANIA,19002,6
Ambridge Area SD,PENNSYLVANIA,15003,5
Antietam SD,PENNSYLVANIA,19606,3
Annville-Cleona SD,PENNSYLVANIA,17003,4
Apollo-Ridge SD,PENNSYLVANIA,15686,3
Armstrong SD,PENNSYLVANIA,16201,8
Lenape Tech,PENNSYLVANIA,16226,1
Athens Area SD,PENNSYLVANIA,18810,4
Austin Area SD,PENNSYLVANIA,16720,2
Avella Area SD,PENNSYLVANIA,15312,2
Avon Grove SD,PENNSYLVANIA,19390,4
Avonworth SD,PENNSYLVANIA,15237,4
Pine-Richland SD,PENNSYLVANIA,15044,6
Chester County Technical College HS,PENNSYLVANIA,19335,3
Bald Eagle Area SD,PENNSYLVANIA,16823,5
Baldwin-Whitehall SD,PENNSYLVANIA,15236,5
Bangor Area SD,PENNSYLVANIA,18013,5
Beaver Area SD,PENNSYLVANIA,15009,4
Bedford Area SD,PENNSYLVANIA,15522,3
Belle Vernon Area SD,PENNSYLVANIA,15012,4
Bellefonte Area SD,PENNSYLVANIA,16823,6
Bellwood-Antis SD,PENNSYLVANIA,16617,3
Bensalem Township SD,PENNSYLVANIA,19020,9
Bentworth SD,PENNSYLVANIA,15314,3
Benton Area SD,PENNSYLVANIA,17814,3
Berlin Brothersvalley SD,PENNSYLVANIA,15530,3
Bermudian Springs SD,PENNSYLVANIA,17372,3
Berwick Area SD,PENNSYLVANIA,18603,5
Bethel Park SD,PENNSYLVANIA,15102,8
Bethlehem Area SD,PENNSYLVANIA,18017,22
Bethlehem-Center SD,PENNSYLVANIA,15333,3
Big Beaver Falls Area SD,PENNSYLVANIA,15010,4
Big Spring SD,PENNSYLVANIA,17241,5
Blackhawk SD,PENNSYLVANIA,15010,5
Blacklick Valley SD,PENNSYLVANIA,15943,2
Blairsville-Saltsburg SD,PENNSYLVANIA,15717,5
Bloomsburg Area SD,PENNSYLVANIA,17815,5
Blue Mountain SD,PENNSYLVANIA,17961,5
Blue Ridge SD,PENNSYLVANIA,18834,3
Boyertown Area SD,PENNSYLVANIA,19512,10
Bradford Area SD,PENNSYLVANIA,16701,4
Brandywine Heights Area SD,PENNSYLVANIA,19562,3
Brownsville Area SD,PENNSYLVANIA,15417,3
Bryn Athyn SD,PENNSYLVANIA,19009,0
Brentwood Borough SD,PENNSYLVANIA,15227,4
Bristol Borough SD,PENNSYLVANIA,19007,3
Bristol Township SD,PENNSYLVANIA,19057,6
Brockway Area SD,PENNSYLVANIA,15824,2
Brookville Area SD,PENNSYLVANIA,15825,4
Burgettstown Area SD,PENNSYLVANIA,15021,2
Burrell SD,PENNSYLVANIA,15068,4
Butler Area SD,PENNSYLVANIA,16001,9
California Area SD,PENNSYLVANIA,15423,4
Cambria Heights SD,PENNSYLVANIA,16668,3
Cameron County SD,PENNSYLVANIA,15834,2
Camp Hill SD,PENNSYLVANIA,17011,4
Canon-McMillan SD,PENNSYLVANIA,15317,9
Canton Area SD,PENNSYLVANIA,17724,2
Carbondale Area SD,PENNSYLVANIA,18407,2
Carlisle Area SD,PENNSYLVANIA,17013,10
Carlynton SD,PENNSYLVANIA,15106,3
Carmichaels Area SD,PENNSYLVANIA,15320,3
Catasauqua Area SD,PENNSYLVANIA,18032,3
Centennial SD,PENNSYLVANIA,18974,6
Central Bucks SD,PENNSYLVANIA,18901,23
Central Cambria SD,PENNSYLVANIA,15931,4
Central Columbia SD,PENNSYLVANIA,17815,3
Central Dauphin SD,PENNSYLVANIA,17109,19
Central Greene SD,PENNSYLVANIA,15370,3
Crestwood SD,PENNSYLVANIA,18707,3
Central York SD,PENNSYLVANIA,17406,7
Chambersburg Area SD,PENNSYLVANIA,17201,17
Charleroi SD,PENNSYLVANIA,15022,3
Chartiers Valley SD,PENNSYLVANIA,15220,4
Chartiers-Houston SD,PENNSYLVANIA,15342,2
Cheltenham SD,PENNSYLVANIA,19027,7
Chester-Upland SD,PENNSYLVANIA,19013,6
Chestnut Ridge SD,PENNSYLVANIA,15539,3
Chichester SD,PENNSYLVANIA,19014,6
Clairton City SD,PENNSYLVANIA,15025,2
Clarion Area SD,PENNSYLVANIA,16214,2
Clarion-Limestone Area SD,PENNSYLVANIA,16258,2
Claysburg-Kimmel SD,PENNSYLVANIA,16625,2
Clearfield Area SD,PENNSYLVANIA,16830,2
Coatesville Area SD,PENNSYLVANIA,19372,11
Cocalico SD,PENNSYLVANIA,17517,5
Columbia Borough SD,PENNSYLVANIA,17512,3
Columbia-Montour AVTS,PENNSYLVANIA,17815,1
Commodore Perry SD,PENNSYLVANIA,16130,2
Conemaugh Township Area SD,PENNSYLVANIA,15928,2
Conemaugh Valley SD,PENNSYLVANIA,15906,2
Conestoga Valley SD,PENNSYLVANIA,17601,6
Conewago Valley SD,PENNSYLVANIA,17350,5
Conneaut SD,PENNSYLVANIA,16424,5
Connellsville Area SD,PENNSYLVANIA,15425,6
Conrad Weiser Area SD,PENNSYLVANIA,19551,4
Cornell SD,PENNSYLVANIA,15108,2
Cornwall-Lebanon SD,PENNSYLVANIA,17042,6
Corry Area SD,PENNSYLVANIA,16407,4
Coudersport Area SD,PENNSYLVANIA,16915,2
Council Rock SD,PENNSYLVANIA,18940,14
Cranberry Area SD,PENNSYLVANIA,16346,2
Crawford Central SD,PENNSYLVANIA,16335,8
Cumberland Valley SD,PENNSYLVANIA,17050,11
Curwensville Area SD,PENNSYLVANIA,16833,2
Dallas SD,PENNSYLVANIA,18612,4
Dallastown Area SD,PENNSYLVANIA,17313,8
Daniel Boone Area SD,PENNSYLVANIA,19518,4
Danville Area SD,PENNSYLVANIA,17821,4
Dauphin County Technical School,PENNSYLVANIA,17109,1
Delaware Valley SD,PENNSYLVANIA,18337,7
